,propeller,parent_f_name,parent_t_name,detected_topology,blades_similarity,topology_ration,Superkingdom,Phylum,Class,Order,Genus,Species,Classification,Termini_distance,Protein_coverage
136,PYX73174.1_#1,Peptidase_S9,7-bladed,2,100.0,0.2857142857142857,Bacteria,Acidobacteria,na,na,Acidobacteria,Acidobacteria bacterium,Incomplete,227,7.536231884057971
137,PYQ08614.1_#1,Peptidase_S9,7-bladed,2,92.31,0.2857142857142857,Bacteria,Acidobacteria,na,na,Acidobacteria,Acidobacteria bacterium,Incomplete,95,8.845577211394303
138,PYS88498.1_#1,Peptidase_S9,7-bladed,2,69.23,0.2857142857142857,Bacteria,Acidobacteria,na,na,Acidobacteria,Acidobacteria bacterium,Incomplete,353,9.558823529411764
139,PYQ67332.1_#1,Peptidase_S9,7-bladed,2,66.67,0.2857142857142857,Bacteria,Acidobacteria,na,na,Acidobacteria,Acidobacteria bacterium,Incomplete,359,9.36663693131133
140,PYQ03818.1_#1,Peptidase_S9,7-bladed,2,92.86,0.2857142857142857,Bacteria,Acidobacteria,na,na,Acidobacteria,Acidobacteria bacterium,Incomplete,93,9.036144578313253
141,PYX70256.1_#1,Peptidase_S9,7-bladed,2,87.5,0.2857142857142857,Bacteria,Acidobacteria,na,na,Acidobacteria,Acidobacteria bacterium,Incomplete,101,8.333333333333334
142,WP_020715057.1_#1,Peptidase_S9,7-bladed,2,80.77,0.2857142857142857,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacteriaceae bacterium KBS 89,Incomplete,49,23.202614379084967
143,WP_020708188.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacteriaceae bacterium KBS 83,Incomplete,211,10.889774236387781
144,PHY12314.1_#1,Peptidase_S9,7-bladed,2,86.67,0.2857142857142857,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacterium,Acidobacterium sp.,Incomplete,211,9.896602658788774
145,WP_126803266.1_#1,Peptidase_S9,7-bladed,3,81.82,0.42857142857142855,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Aliidiomarina,Aliidiomarina minuta,Incomplete,95,7.906295754026354
146,WP_007635703.1_#1,Peptidase_S9,7-bladed,2,82.14,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Paraglaciecola,Paraglaciecola psychrophila 170,Incomplete,88,8.489208633093526
147,WP_126784538.1_#1,Peptidase_S9,7-bladed,2,72.73,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarina,Idiomarina seosinensis,Incomplete,90,8.011869436201781
148,EED30402.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,na,gamma,gamma proteobacterium NOR5-3,Incomplete,204,10.091743119266056
149,OUX72882.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,na,Gammaproteobacteria,Gammaproteobacteria bacterium TMED107,Incomplete,203,9.984871406959153
150,WP_129134850.1_#1,Peptidase_S9,7-bladed,2,62.5,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Luteimonas,Luteimonas sp. YGD11-2,Incomplete,193,8.59375
151,WP_133501452.1_#1,Peptidase_S9,7-bladed,2,80.43,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Lysobacter,Lysobacter sp. 17J7-1,Incomplete,198,12.111801242236025
152,WP_093284669.1_#1,Peptidase_S9,7-bladed,2,82.35,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Pseudoxanthomonas,Pseudoxanthomonas sp. CF125,Incomplete,220,10.879284649776453
153,WP_090452938.1_#1,Peptidase_S9,7-bladed,2,85.29,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Dyella,Dyella sp. OK004,Incomplete,41,20.43343653250774
154,WP_046970659.1_#1,Peptidase_S9,7-bladed,2,85.29,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Dyella,Dyella japonica DSM 16301,Incomplete,39,20.923076923076923
155,WP_109763371.1_#1,Peptidase_S9,7-bladed,3,80.0,0.42857142857142855,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pleionea,Pleionea mediterranea,Complete,3,43.84615384615385
156,WP_129780629.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacter,Steroidobacter sp. JW-3,Incomplete,201,8.100558659217876
157,OYU52945.1_#1,Peptidase_S9,7-bladed,2,82.14,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,na,Alphaproteobacteria,Alphaproteobacteria bacterium PA1,Incomplete,92,8.442503639010189
158,WP_054129752.1_#1,Peptidase_S9,7-bladed,2,80.77,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,na,alpha,alpha proteobacterium AAP81b,Incomplete,93,8.284023668639053
159,WP_128402518.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobium,Rhizobium leguminosarum,Incomplete,147,22.11764705882353
160,WP_012523053.1_#1,Peptidase_S9,7-bladed,3,63.64,0.42857142857142855,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Phenylobacterium,Phenylobacterium zucineum HLK1,Incomplete,99,8.064516129032258
161,WP_022697003.1_#1,Peptidase_S9,7-bladed,3,63.64,0.42857142857142855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Euryhalocaulis,Euryhalocaulis caribicus,Incomplete,370,12.011173184357542
162,WP_121051675.1_#1,Peptidase_S9,7-bladed,2,81.67,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicella,Sphingosinicella microcystinivorans,Incomplete,387,6.963788300835654
163,WP_118055272.1_#1,Peptidase_S9,7-bladed,2,60.0,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Altererythrobacter,Altererythrobacter sp. BPTF-M16,Incomplete,48,15.873015873015873
164,WP_147091425.1_#1,Peptidase_S9,7-bladed,2,72.73,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Novosphingobium,Novosphingobium ginsenosidimutans,Incomplete,41,15.766423357664234
165,WP_051531347.1_#1,Peptidase_S9,7-bladed,2,66.67,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonas,Sphingomonas sp. URHD0057,Incomplete,41,15.251798561151078
166,WP_116861342.1_#1,Peptidase_S9,7-bladed,2,61.54,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonas,Sphingomonas sp. URHD0007,Incomplete,46,15.242165242165242
167,WP_125995488.1_#1,Peptidase_S9,7-bladed,2,82.61,0.2857142857142857,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonas,Sphingomonas sp. S-NIH.Pt15_0812,Incomplete,43,12.336719883889696
168,PZQ24515.1_#1,Peptidase_S9,7-bladed,3,60.0,0.42857142857142855,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingopyxis,Sphingopyxis macrogoltabida,Incomplete,72,15.041782729805014
169,TMA93097.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,na,Deltaproteobacteria,Deltaproteobacteria bacterium,Complete,212,7.754010695187166
170,TMB08623.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,na,Deltaproteobacteria,Deltaproteobacteria bacterium,Complete,15,50.0
171,TVQ89917.1_#1,Peptidase_S9,7-bladed,2,66.67,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,na,Deltaproteobacteria,Deltaproteobacteria bacterium,Incomplete,63,23.6318407960199
172,TFG97565.1_#1,Peptidase_S9,7-bladed,2,81.25,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales bacterium,Incomplete,264,9.623430962343097
173,WP_137944029.1_#1,Peptidase_S9,7-bladed,2,80.77,0.2857142857142857,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiales bacterium C2,Incomplete,79,9.343065693430656
174,WP_138856218.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Inhella,Inhella inkyongensis,Incomplete,154,8.275862068965518
175,WP_123613965.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae bacterium Isolate-080 (Janvier),Incomplete,29,8.025830258302584
176,WP_059115795.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae bacterium CRH,Incomplete,97,8.310249307479225
177,WP_135223935.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacterium,Flavobacterium foetidum,Incomplete,95,8.344923504867872
178,WP_056251966.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacterium,Flavobacterium sp. Leaf82,Incomplete,98,8.171745152354571
179,WP_121342317.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacterium,Flavobacterium sp. 120,Incomplete,96,8.066759388038943
180,WP_126564303.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacterium,Flavobacterium sp. LB2P53,Incomplete,96,8.066759388038943
181,WP_047415688.1_#1,Peptidase_S9,7-bladed,2,82.14,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cellulophaga,Cellulophaga sp. Hel_I_12,Incomplete,216,10.225563909774436
182,WP_084063078.1_#1,Peptidase_S9,7-bladed,2,85.71,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cellulophaga,Cellulophaga tyrosinoxydans,Incomplete,216,10.194902548725636
183,OGS74599.1_#1,Peptidase_S9,7-bladed,3,71.43,0.42857142857142855,Bacteria,Bacteroidetes,Flavobacteriia,na,Flavobacteria,Flavobacteria bacterium RIFCSPLOWO2_12_FULL_35_11,Incomplete,215,10.06006006006006
184,TMI65207.1_#1,Peptidase_S9,7-bladed,2,84.62,0.2857142857142857,Bacteria,Bacteroidetes,na,na,Bacteroidetes,Bacteroidetes bacterium,Incomplete,86,8.761329305135952
185,KAB2922116.1_#1,Peptidase_S9,7-bladed,2,64.29,0.2857142857142857,Bacteria,Bacteroidetes,na,na,Bacteriodetes,Bacteriodetes bacterium,Complete,36,16.152716593245227
186,WP_132771770.1_#1,Peptidase_S9,7-bladed,2,80.43,0.2857142857142857,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacterium,Sphingobacterium sp. JUb78,Incomplete,437,14.366729678638942
187,WP_140938010.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacterium,Sphingobacterium sp. 1.3611,Incomplete,442,5.741626794258373
188,RYG06212.1_#1,Peptidase_S9,7-bladed,2,81.25,0.2857142857142857,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophagaceae bacterium,Incomplete,95,8.194444444444445
189,WP_133474693.1_#1,Peptidase_S9,7-bladed,2,66.67,0.2857142857142857,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Sediminibacterium,Sediminibacterium goheungense,Incomplete,365,8.923643054277829
190,WP_085410721.1_#1,Peptidase_S9,7-bladed,2,80.77,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fibrella,Fibrella sp. ES10-3-2-2,Incomplete,96,18.157543391188252
191,WP_077923744.1_#1,Peptidase_S9,7-bladed,2,63.16,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosoma,Spirosoma sp. 209,Incomplete,39,15.09433962264151
192,WP_100989059.1_#1,Peptidase_S9,7-bladed,2,81.25,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosoma,Spirosoma pollinicola,Incomplete,92,8.02721088435374
193,WP_018617565.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosoma,Spirosoma luteum,Incomplete,98,8.165997322623829
194,WP_080237216.1_#1,Peptidase_S9,7-bladed,2,80.56,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosoma,Spirosoma rigui,Incomplete,93,8.276797829036635
195,WP_077133616.1_#1,Peptidase_S9,7-bladed,2,80.77,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosoma,Spirosoma montaniterrae,Complete,103,7.537012113055182
196,WP_124908805.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Larkinella,Larkinella knui,Incomplete,103,7.611548556430447
197,WP_137339839.1_#1,Peptidase_S9,7-bladed,2,83.33,0.2857142857142857,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Dyadobacter,Dyadobacter sp. AR-3-8,Incomplete,91,8.194444444444445
198,OGV99956.1_#1,Peptidase_S9,7-bladed,2,84.21,0.2857142857142857,Bacteria,Nitrospinae,na,na,Nitrospinae,Nitrospinae bacterium RIFCSPLOWO2_12_FULL_39_93,Incomplete,14,5.725806451612903
199,OGW03177.1_#1,Peptidase_S9,7-bladed,2,90.0,0.2857142857142857,Bacteria,Nitrospinae,na,na,Nitrospinae,Nitrospinae bacterium RIFCSPLOWO2_01_FULL_39_10,Complete,17,65.09433962264151
200,TMQ65248.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Eisenbacteria bacterium,Incomplete,91,8.58806404657933
201,WP_096574043.1_#1,Peptidase_S9,7-bladed,2,80.56,0.2857142857142857,Bacteria,Cyanobacteria,na,na,Aulosira,Aulosira laxa NIES-50,Complete,38,38.50931677018634
202,WP_011363652.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Cyanobacteria,na,Synechococcales,Synechococcus,Synechococcus sp. CC9605,Incomplete,84,18.209876543209877
203,KAA0253744.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,Chlorobi,na,na,Chlorobi,Chlorobi bacterium,Incomplete,87,9.010339734121123
204,KPL11796.1_#1,Peptidase_S9,7-bladed,2,73.33,0.2857142857142857,Bacteria,candidate phyla,na,na,candidate,candidate division BRC1 bacterium SM23_51,Incomplete,354,9.731232622798888
205,OIO34339.1_#1,Peptidase_S9,7-bladed,2,82.14,0.2857142857142857,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Hydrogenedentes bacterium CG07_land_8_20_14_0_80_42_17,Complete,56,31.68724279835391
206,PCJ67017.1_#1,Peptidase_S9,7-bladed,2,78.57,0.2857142857142857,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Hydrogenedentes bacterium,Incomplete,36,16.430594900849858
207,OJV11531.1_#1,Peptidase_S9,7-bladed,2,80.77,0.2857142857142857,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiales,Chlamydiales bacterium 38-26,Complete,45,30.256410256410255
208,KPL00886.1_#1,Peptidase_S9,7-bladed,2,82.14,0.2857142857142857,Bacteria,candidate phyla,na,na,candidate,candidate division Zixibacteria bacterium SM23_73_3,Incomplete,467,5.55014605647517
209,OQX92928.1_#1,Peptidase_S9,7-bladed,2,80.0,0.2857142857142857,Bacteria,candidate phyla,na,na,candidate,candidate division Zixibacteria bacterium 4484_95,Incomplete,86,9.397944199706314
210,RCK73640.1_#1,Peptidase_S9,7-bladed,2,68.75,0.2857142857142857,Bacteria,Ignavibacteriae,na,na,Ignavibacteriae,Ignavibacteriae bacterium,Incomplete,36,16.105417276720353
211,OLD66546.1_#1,Peptidase_S9,7-bladed,7,70.59,1.0,Bacteria,Ignavibacteriae,Ignavibacteria,na,Ignavibacteria,Ignavibacteria bacterium 13_1_40CM_2_61_4,Complete,1,99.3103448275862
212,PZR65760.1_#1,Peptidase_S9,7-bladed,2,82.14,0.2857142857142857,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Dormibacteraeota bacterium,Incomplete,168,7.335907335907336
213,PZR88010.1_#1,Peptidase_S9,7-bladed,2,84.62,0.2857142857142857,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Dormibacteraeota bacterium,Incomplete,71,8.469539375928678
214,VDN36971.1_#1,Peptidase_S9,7-bladed,2,98.39,0.2857142857142857,Eukaryota,Nematoda,Chromadorea,Rhabditida,Gongylonema,Gongylonema pulchrum,Incomplete,56,32.42424242424242
215,PWU20765.1_#1,GSDH,6-bladed,5,64.52,0.8333333333333334,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium,Complete,64,56.85131195335277
216,PYI87612.1_#1,GSDH,6-bladed,6,78.16,1.0,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium,Complete,30,44.632768361581924
217,PYL44944.1_#1,GSDH,6-bladed,4,70.0,0.6666666666666666,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium,Complete,25,36.017897091722595
218,OYW70799.1_#1,GSDH,6-bladed,7,70.0,1.1666666666666667,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium 12-59-8,Complete,33,30.104166666666668
219,OYW70799.1_#2,GSDH,6-bladed,6,67.5,1.0,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium 12-59-8,Complete,159,30.0
220,KKQ59992.1_#1,GSDH,6-bladed,6,77.17,1.0,Bacteria,na,na,na,Parcubacteria,Parcubacteria group bacterium GW2011_GWC1_38_22,Complete,163,25.758969641214353
221,TMJ09150.1_#1,GSDH,6-bladed,5,68.49,0.8333333333333334,Bacteria,na,na,na,Terrabacteria,Terrabacteria group bacterium ANGP1,Complete,29,65.13994910941476
222,TMI77963.1_#1,GSDH,6-bladed,10,65.19,1.6666666666666667,Bacteria,na,na,na,Terrabacteria,Terrabacteria group bacterium ANGP1,Complete,1,99.15789473684211
223,TAK33736.1_#1,GSDH,6-bladed,6,64.89,1.0,Bacteria,Chloroflexi,na,na,Chloroflexi,Chloroflexi bacterium,Complete,43,43.70139968895801
224,TAK35297.1_#1,GSDH,6-bladed,6,65.96,1.0,Bacteria,Chloroflexi,na,na,Chloroflexi,Chloroflexi bacterium,Complete,0,78.98936170212765
225,TMC29756.1_#1,GSDH,6-bladed,11,75.0,1.8333333333333333,Bacteria,Chloroflexi,na,na,Chloroflexi,Chloroflexi bacterium,Incomplete,18,58.91783567134269
226,WP_011957694.1_#1,GSDH,6-bladed,12,63.83,2.0,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexus,Roseiflexus sp. RS-1,Complete,52,41.9953596287703
227,WP_052337886.1_#1,GSDH,6-bladed,12,61.11,2.0,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexus,Chloroflexus sp. Y-396-1,Complete,32,42.98993028659954
228,GCE28820.1_#1,GSDH,6-bladed,6,70.34,1.0,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Dictyobacter,Dictyobacter alpinus,Complete,41,52.023988005997005
229,WP_126582053.1_#1,GSDH,6-bladed,6,61.0,1.0,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Tengunoibacter,Tengunoibacter tsumagoiensis,Complete,47,53.49922239502333
230,WP_088256724.1_#1,GSDH,6-bladed,4,62.5,0.6666666666666666,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Fimbriiglobus,Fimbriiglobus ruber,Complete,3,13.159968479117415
231,WP_088256723.1_#1,GSDH,6-bladed,5,64.5,0.8333333333333334,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Fimbriiglobus,Fimbriiglobus ruber,Complete,81,40.1305057096248
232,WP_088256723.1_#2,GSDH,6-bladed,2,81.58,0.3333333333333333,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Fimbriiglobus,Fimbriiglobus ruber,Complete,19,13.866231647634583
233,WP_088256717.1_#1,GSDH,6-bladed,11,72.97,1.8333333333333333,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Fimbriiglobus,Fimbriiglobus ruber,Complete,6,44.827586206896555
234,OWK39889.1_#1,GSDH,6-bladed,6,74.26,1.0,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Fimbriiglobus,Fimbriiglobus ruber,Complete,42,69.07514450867052
235,WP_088258988.1_#1,GSDH,6-bladed,6,70.27,1.0,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Fimbriiglobus,Fimbriiglobus ruber,Complete,74,60.84656084656085
236,WP_088258989.1_#1,GSDH,6-bladed,11,80.0,1.8333333333333333,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Fimbriiglobus,Fimbriiglobus ruber,Complete,100,37.5
237,WP_088258989.1_#2,GSDH,6-bladed,6,75.0,1.0,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Fimbriiglobus,Fimbriiglobus ruber,Complete,294,20.32312925170068
238,OAI40397.1_#1,GSDH,6-bladed,6,61.9,1.0,Bacteria,Actinobacteria,na,na,Actinobacteria,Actinobacteria bacterium SCGC AG-212-D09,Complete,3,72.25274725274726
239,TMM11144.1_#1,GSDH,6-bladed,6,67.74,1.0,Bacteria,Actinobacteria,Actinobacteria,na,Actinobacteria,Actinobacteria bacterium,Complete,67,52.57142857142857
240,TMK68396.1_#1,GSDH,6-bladed,7,64.29,1.1666666666666667,Bacteria,Actinobacteria,Actinobacteria,na,Actinobacteria,Actinobacteria bacterium,Complete,1,59.03398926654741
241,WP_082123371.1_#1,GSDH,6-bladed,10,62.77,1.6666666666666667,Bacteria,Actinobacteria,Actinobacteria,na,Actinobacteria,Actinobacteria bacterium IMCC26256,Incomplete,401,36.99036323202372
242,WP_073896814.1_#1,GSDH,6-bladed,6,62.02,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. CB01883,Complete,15,65.55118110236221
243,WP_116214748.1_#1,GSDH,6-bladed,6,67.56,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces olivoreticuli,Complete,9,91.94444444444444
244,WP_116214749.1_#1,GSDH,6-bladed,6,68.82,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces olivoreticuli,Complete,18,43.489583333333336
245,WP_107462731.1_#1,GSDH,6-bladed,6,71.43,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. 2231.1,Complete,10,44.2838370565046
246,WP_086799034.1_#1,GSDH,6-bladed,5,60.71,0.8333333333333334,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces scabiei,Complete,37,61.22047244094488
247,WP_094054023.1_#1,GSDH,6-bladed,6,64.55,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. XY006,Complete,9,66.92913385826772
248,WP_133024553.1_#1,GSDH,6-bladed,6,73.88,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. BK329,Complete,12,43.66754617414248
249,WP_073784273.1_#1,GSDH,6-bladed,6,68.55,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces uncialis,Complete,19,64.76377952755905
250,WP_047180531.1_#1,GSDH,6-bladed,6,65.75,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. MNU77,Complete,10,66.33858267716535
251,WP_128462036.1_#1,GSDH,6-bladed,6,65.08,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces albidoflavus,Complete,16,65.41501976284584
252,WP_108905632.1_#1,GSDH,6-bladed,6,65.38,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces tirandamycinicus,Complete,19,64.89151873767258
253,WP_078607463.1_#1,GSDH,6-bladed,6,67.58,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces flavidovirens,Complete,13,43.529411764705884
254,WP_106434506.1_#1,GSDH,6-bladed,6,66.35,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. CNB091,Complete,20,64.83300589390963
255,WP_076094209.1_#1,GSDH,6-bladed,6,69.37,1.0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. IMTB 2501,Complete,18,64.96062992125984
